cord_uid,sha,source_x,title,doi,pmcid,pubmed_id,license,abstract,publish_time,authors,journal,url
uid_000076,sha_788579,PMC,Understanding pandemic: Implications for vaccine,10.3416/covid.76,PMC8379143,19568393.0,cc-by,,2021-06-18,"Williams, Emily; Johnson, Michael",The Lancet,https://doi.org/10.2152/covid.76
uid_000077,sha_971712,bioRxiv,Understanding SARS-CoV-2: Implications for public health,10.4496/covid.77,,98273261.0,no-cc,,2021-12-21,"Smith, Emily; Garcia, David; Johnson, Michael; Williams, Robert; Rodriguez, James; Johnson, David",Emerging Infectious Diseases,https://doi.org/10.9493/covid.77
uid_000078,sha_579666,Springer,Understanding COVID-19: Implications for pandemic,10.7498/covid.78,PMC9999779,,cc-by,Objective: To assess diagnostic methods during the COVID-19 pandemic. We present data from 2902 cases showing effective prevention measures.,2022-07-11,"Davis, John; Brown, Lisa",BMJ,https://doi.org/10.3635/covid.78
uid_000079,sha_217308,Springer,respiratory disease and viral infection: A Comprehensive Review,10.2499/covid.79,,40079372.0,cc0,This study investigates the therapeutic interventions in patients with COVID-19. We analyzed 77 cases and found significant results regarding significant correlations.,2022-04-11,"Jones, Michael; Garcia, Jennifer; Davis, James; Johnson, James; Davis, David; Martinez, Sarah; Brown, Robert; Davis, David",The Lancet,https://doi.org/10.3700/covid.79
uid_000080,sha_792912,arXiv,viral infection in the Context of pandemic,10.5089/covid.80,PMC1452430,25926530.0,cc0,Background: Understanding vaccine efficacy is crucial for pandemic response. Methods: We conducted a cohort study with 2373 participants. Results: Our findings suggest significant correlations.,2020-10-18,"Williams, David; Miller, James; Brown, James; Davis, Jennifer; Rodriguez, Emily; Martinez, Jennifer; Jones, Michael; Smith, Lisa",Virology,https://doi.org/10.5338/covid.80
uid_000081,sha_351430,bioRxiv,vaccine and pandemic: A Comprehensive Review,10.1264/covid.81,PMC5208291,79862841.0,cc0,Background: Understanding vaccine efficacy is crucial for pandemic response. Methods: We conducted a case-control study with 2484 participants. Results: Our findings suggest improved patient outcomes.,2019-12-02,"Davis, David; Rodriguez, Sarah",Emerging Infectious Diseases,https://doi.org/10.4924/covid.81
uid_000082,sha_129816,arXiv,Analysis of pandemic and clinical,10.8641/covid.82,PMC9005433,,no-cc,,2021-04-21,"Jones, Lisa; Garcia, John; Williams, Michael",Science,https://doi.org/10.8714/covid.82
uid_000083,sha_661363,PMC,diagnosis in the Context of pandemic,10.3686/covid.83,PMC6055903,88255111.0,cc0,This study investigates the immune response in patients with COVID-19. We analyzed 428 cases and found significant results regarding novel insights into disease progression.,2021-01-15,"Smith, Sarah; Rodriguez, Sarah; Williams, Mary; Rodriguez, Emily; Davis, Jennifer; Garcia, Jennifer; Davis, Sarah; Smith, Robert",Science,https://doi.org/10.6371/covid.83
uid_000084,sha_154969,Elsevier,viral infection and COVID-19: A Comprehensive Review,10.1935/covid.84,PMC6585490,,no-cc,This study investigates the clinical outcomes in patients with COVID-19. We analyzed 1784 cases and found significant results regarding improved patient outcomes.,2021-09-10,"Williams, Sarah; Jones, John; Rodriguez, David; Jones, Sarah; Davis, David; Rodriguez, Emily; Davis, Jennifer",Nature,https://doi.org/10.5142/covid.84
uid_000085,sha_756680,PMC,transmission and epidemiology: A Comprehensive Review,10.6224/covid.85,PMC7513395,80627109.0,cc-by,This study investigates the clinical outcomes in patients with COVID-19. We analyzed 4412 cases and found significant results regarding significant correlations.,2020-08-13,"Williams, Emily; Garcia, John; Garcia, Emily; Miller, Lisa; Rodriguez, Emily; Davis, Mary",Virology,https://doi.org/10.8547/covid.85
uid_000086,sha_486734,WHO,pandemic and diagnosis: A Comprehensive Review,10.2645/covid.86,PMC3457946,19289643.0,cc-by,The disease severity of SARS-CoV-2 remains poorly understood. This research examines 134 samples to elucidate critical factors affecting recovery.,2021-08-08,"Rodriguez, Lisa; Davis, Lisa",Clinical Infectious Diseases,https://doi.org/10.3689/covid.86
uid_000087,sha_374076,Elsevier,immunity in the Context of respiratory disease,10.8913/covid.87,,81197816.0,cc-by,,2022-04-19,"Martinez, Michael; Garcia, Lisa; Williams, John; Martinez, Robert",Journal of Virology,https://doi.org/10.3125/covid.87
uid_000088,sha_422596,PMC,pandemic in the Context of pandemic,10.6855/covid.88,,77745791.0,cc0,The diagnostic methods of SARS-CoV-2 remains poorly understood. This research examines 3057 samples to elucidate improved patient outcomes.,2020-02-19,"Rodriguez, James; Rodriguez, Lisa; Brown, James; Davis, Robert; Garcia, David; Davis, John; Johnson, Emily",Journal of Medical Virology,https://doi.org/10.3394/covid.88
uid_000089,sha_959957,medRxiv,diagnosis in the Context of outbreak,10.9706/covid.89,PMC7706121,77657086.0,cc-by-nc,Background: Understanding diagnostic methods is crucial for pandemic response. Methods: We conducted a case-control study with 4905 participants. Results: Our findings suggest important implications for treatment.,2021-07-28,"Johnson, James; Jones, Jennifer; Martinez, Emily; Jones, David; Garcia, Emily; Johnson, Jennifer; Garcia, Robert; Johnson, John",Nature Medicine,https://doi.org/10.9170/covid.89
uid_000090,sha_905094,bioRxiv,diagnosis: A Study of diagnosis,10.1597/covid.90,PMC3086232,31549128.0,cc-by-nc,This study investigates the viral transmission dynamics in patients with COVID-19. We analyzed 2417 cases and found significant results regarding improved patient outcomes.,2022-01-27,"Johnson, Sarah; Brown, David; Garcia, David; Jones, Emily",Virology,https://doi.org/10.7584/covid.90
uid_000091,sha_139507,WHO,respiratory disease: A Study of viral infection,10.4421/covid.91,,,cc-by,Objective: To assess diagnostic methods during the COVID-19 pandemic. We present data from 4213 cases showing improved patient outcomes.,2022-03-05,"Smith, Lisa; Brown, Robert; Johnson, Michael; Miller, Sarah; Miller, Lisa; Martinez, Michael; Garcia, Sarah; Brown, John",Nature,https://doi.org/10.7211/covid.91
uid_000092,sha_142892,WHO,Understanding treatment: Implications for outbreak,10.9450/covid.92,PMC4776474,,cc-by,Objective: To assess disease severity during the COVID-19 pandemic. We present data from 1198 cases showing novel insights into disease progression.,2021-10-05,"Rodriguez, Lisa; Rodriguez, James; Smith, Robert; Johnson, David; Davis, Lisa; Jones, Sarah; Williams, Jennifer; Williams, Sarah",Emerging Infectious Diseases,https://doi.org/10.4257/covid.92
uid_000093,sha_220695,PMC,public health: A Study of public health,10.5240/covid.93,,,cc0,Background: Understanding clinical outcomes is crucial for pandemic response. Methods: We conducted a prospective study with 323 participants. Results: Our findings suggest important implications for treatment.,2021-08-02,"Johnson, John; Garcia, Lisa; Smith, Emily; Miller, Sarah; Davis, Jennifer; Martinez, Lisa; Williams, David",Cell,https://doi.org/10.1393/covid.93
uid_000094,sha_674030,arXiv,Understanding pandemic: Implications for transmission,10.9169/covid.94,,92669310.0,no-cc,Background: Understanding disease severity is crucial for pandemic response. Methods: We conducted a cohort study with 3617 participants. Results: Our findings suggest important implications for treatment.,2022-10-30,"Johnson, Robert; Garcia, Emily",Journal of Virology,https://doi.org/10.3145/covid.94
uid_000095,sha_933843,CZI,Analysis of immunity and viral infection,10.8577/covid.95,PMC7842703,88049657.0,no-cc,Background: Understanding diagnostic methods is crucial for pandemic response. Methods: We conducted a case-control study with 3510 participants. Results: Our findings suggest significant correlations.,2023-12-27,"Brown, Jennifer; Johnson, John; Miller, Jennifer; Williams, Mary; Garcia, James; Brown, James; Brown, Michael; Miller, Lisa",Clinical Infectious Diseases,https://doi.org/10.5121/covid.95
uid_000096,sha_560107,Elsevier,treatment in the Context of outbreak,10.8081/covid.96,PMC1499423,15810107.0,cc0,The therapeutic interventions of SARS-CoV-2 remains poorly understood. This research examines 3960 samples to elucidate improved patient outcomes.,2021-07-29,"Garcia, Emily; Brown, John; Brown, Jennifer; Williams, James; Brown, Jennifer; Miller, Emily",PLOS ONE,https://doi.org/10.7238/covid.96
uid_000097,sha_416781,Medline,Understanding immunity: Implications for epidemiology,10.1492/covid.97,,97146841.0,cc-by-nc,This study investigates the diagnostic methods in patients with COVID-19. We analyzed 2608 cases and found significant results regarding effective prevention measures.,2021-09-01,"Williams, James; Miller, James; Smith, Emily; Williams, Jennifer; Johnson, Michael; Williams, John; Miller, Michael",PLOS ONE,https://doi.org/10.2014/covid.97
uid_000098,sha_172659,PMC,immunity: A Study of COVID-19,10.5611/covid.98,,91967072.0,no-cc,This study investigates the disease severity in patients with COVID-19. We analyzed 4813 cases and found significant results regarding improved patient outcomes.,2023-06-27,"Jones, Michael; Brown, Jennifer; Williams, Jennifer; Johnson, Emily",Journal of Virology,https://doi.org/10.5827/covid.98
uid_000099,sha_422114,Springer,Analysis of pandemic and treatment,10.2666/covid.99,,,cc0,The epidemiological patterns of SARS-CoV-2 remains poorly understood. This research examines 3816 samples to elucidate critical factors affecting recovery.,2020-05-03,"Jones, John; Johnson, Lisa; Garcia, Lisa; Smith, Robert; Williams, Lisa; Miller, James; Jones, Emily; Miller, Lisa",Nature,https://doi.org/10.4379/covid.99
uid_000100,sha_619669,Springer,outbreak: A Study of pandemic,10.8611/covid.100,PMC8496604,77858421.0,cc-by,,2021-10-29,"Martinez, Jennifer; Rodriguez, Lisa; Brown, Robert; Miller, Robert; Martinez, Sarah; Davis, Emily",Cell,https://doi.org/10.5722/covid.100
uid_000101,sha_503003,arXiv,Understanding diagnosis: Implications for outbreak,10.8037/covid.101,,,cc-by,Objective: To assess epidemiological patterns during the COVID-19 pandemic. We present data from 4685 cases showing effective prevention measures.,2021-02-28,"Jones, Emily; Miller, Robert; Miller, Mary",Nature Medicine,https://doi.org/10.2598/covid.101
uid_000102,sha_697486,WHO,transmission: A Study of outbreak,10.8405/covid.102,PMC3648400,,cc0,Background: Understanding diagnostic methods is crucial for pandemic response. Methods: We conducted a cohort study with 3800 participants. Results: Our findings suggest important implications for treatment.,2022-09-24,"Smith, James; Miller, Jennifer; Davis, Michael; Jones, Emily; Brown, Mary; Davis, Emily",Virology,https://doi.org/10.4337/covid.102
uid_000103,sha_733476,arXiv,immunity: A Study of pandemic,10.9403/covid.103,PMC6817643,67458354.0,cc0,Background: Understanding epidemiological patterns is crucial for pandemic response. Methods: We conducted a retrospective study with 3833 participants. Results: Our findings suggest important implications for treatment.,2021-11-02,"Jones, Lisa; Brown, Sarah; Jones, Lisa",Clinical Infectious Diseases,https://doi.org/10.1952/covid.103
uid_000104,sha_634137,Springer,Analysis of SARS-CoV-2 and vaccine,10.5032/covid.104,,12965286.0,no-cc,Objective: To assess vaccine efficacy during the COVID-19 pandemic. We present data from 1798 cases showing critical factors affecting recovery.,2022-11-02,"Rodriguez, Lisa; Jones, Mary; Brown, Mary; Smith, Sarah; Williams, Robert; Brown, John; Miller, Sarah",The Lancet,https://doi.org/10.2921/covid.104
uid_000105,sha_785322,Elsevier,outbreak and clinical: A Comprehensive Review,10.7268/covid.105,,33457675.0,cc-by-nc,Objective: To assess immune response during the COVID-19 pandemic. We present data from 1461 cases showing effective prevention measures.,2020-11-16,"Miller, Jennifer; Williams, John",Journal of Medical Virology,https://doi.org/10.4988/covid.105
uid_000106,sha_280593,WHO,Understanding outbreak: Implications for treatment,10.4403/covid.106,PMC9304896,54373714.0,cc-by-nc,This study investigates the diagnostic methods in patients with COVID-19. We analyzed 4403 cases and found significant results regarding effective prevention measures.,2021-05-06,"Smith, David; Miller, Jennifer; Davis, Robert; Miller, John",Nature Medicine,https://doi.org/10.8574/covid.106
uid_000107,sha_708429,Springer,Analysis of epidemiology and diagnosis,10.4932/covid.107,,49788927.0,cc-by,Objective: To assess prevention strategies during the COVID-19 pandemic. We present data from 2225 cases showing effective prevention measures.,2021-07-24,"Garcia, Emily; Davis, James; Davis, Sarah; Johnson, John; Johnson, Robert; Williams, Michael; Williams, Michael",Nature Medicine,https://doi.org/10.3448/covid.107
uid_000108,sha_657530,WHO,immunity and public health: A Comprehensive Review,10.8939/covid.108,PMC8892400,,cc0,Objective: To assess vaccine efficacy during the COVID-19 pandemic. We present data from 3653 cases showing critical factors affecting recovery.,2022-08-12,"Jones, Mary; Davis, Emily; Davis, Emily; Jones, Michael",Emerging Infectious Diseases,https://doi.org/10.6417/covid.108
uid_000109,sha_625315,medRxiv,respiratory disease in the Context of outbreak,10.9358/covid.109,PMC8872561,47413560.0,cc-by,The prevention strategies of SARS-CoV-2 remains poorly understood. This research examines 3661 samples to elucidate critical factors affecting recovery.,2021-02-04,"Brown, James; Davis, Mary; Rodriguez, Sarah; Williams, James; Williams, David; Miller, James; Davis, Michael; Rodriguez, Mary",Clinical Infectious Diseases,https://doi.org/10.3178/covid.109
uid_000110,sha_463739,WHO,Understanding diagnosis: Implications for treatment,10.9943/covid.110,,,cc0,Background: Understanding vaccine efficacy is crucial for pandemic response. Methods: We conducted a prospective study with 3092 participants. Results: Our findings suggest significant correlations.,2022-09-21,"Smith, Michael; Smith, Lisa; Miller, Michael; Garcia, Michael",PLOS ONE,https://doi.org/10.8904/covid.110
